,Unnamed: 0,word_lex_0,word_form_0,word_gramm_0,word_lex_1,word_form_1,word_gramm_1,used
5227,5227,вернуться,вернуться,"V,inf,intr,med,pf",мир,в мир,"S,acc,inan,m,sg",False
5228,5228,вступать,вступать,"V,act,inf,intr,ipf",переговоры,в переговоры,"S,acc,inan,m,pl",False
5229,5229,выпустить,выпустить,"V,act,inf,pf,tran",свобода,на свободу,"S,acc,f,inan,sg",False
5230,5230,выступать,выступать,"V,act,inf,intr,ipf",имя,от имени,"S,gen,inan,n,sg",False
5231,5231,говорить,говорить,"V,act,inf,intr,ipf",будущее,о будущем,"S,inan,loc,n,sg",False
5232,5232,обращаться,обращаться,"V,inf,intr,ipf,med",бог,к богу,"S,anim,dat,m,sg",False
5233,5233,остаться,остаться,"V,inf,intr,med,pf",одиночество,в одиночестве,"S,inan,loc,n,sg",False
5234,5234,приступить,приступить,"V,act,inf,intr,pf",организация,к организации,"S,dat,f,inan,sg",False
5235,5235,прыгать,прыгать,"V,act,inf,intr,ipf",парашют,с парашютом,"S,inan,ins,m,sg",False
5236,5236,трудиться,трудиться,"V,inf,intr,ipf,med",благо,на благо,"S,acc,inan,n,sg",False
5237,5237,ввести,ввести,"V,act,inf,pf,tran",строй,в строй,"S,acc,inan,m,sg",False
5238,5238,взяться,взяться,"V,inf,intr,med,pf",ум,за ум,"S,acc,inan,m,sg",False
5239,5239,включить,включить,"V,act,inf,pf,tran",число,в число,"S,acc,inan,n,sg",False
5240,5240,войти,войти,"V,act,inf,intr,pf",зал,в зал,"S,acc,inan,m,sg",False
5241,5241,выйти,выйти,"V,act,inf,intr,pf",кабинет,из кабинета,"S,gen,inan,m,sg",False
5242,5242,выйти,выйти,"V,act,inf,intr,pf",уровень,на уровень,"S,acc,inan,m,sg",False
5243,5243,играть,играть,"V,act,inf,intr,ipf",ребенок,с детьми,"S,anim,ins,m,pl",False
5244,5244,определить,определить,"V,act,inf,pf,tran",точность,с точностью,"S,f,inan,ins,sg",False
5245,5245,отправиться,отправиться,"V,inf,intr,med,pf",россия,в Россию,"S,acc,f,inan,sg,topon",False
5246,5246,переехать,переехать,"V,act,inf,intr,pf",петербург,в Петербург,"S,acc,inan,m,sg,topon",False
5247,5247,подняться,подняться,"V,inf,intr,med,pf",гора,на гору,"S,acc,f,inan,sg",False
5248,5248,попасть,попасть,"V,act,inf,intr,pf",дом,в дом,"S,acc,inan,m,sg",False
5249,5249,поставить,поставить,"V,act,inf,pf,tran",колено,на колени,"S,acc,inan,n,pl",False
5250,5250,родиться,родиться,"V,inf,intr,med,pf",россия,в России,"S,f,inan,loc,sg,topon",False
5251,5251,держаться,держаться,"V,inf,intr,ipf,med",сцена,на сцене,"S,f,inan,loc,sg",False
5252,5252,смотреть,смотреть,"V,act,inf,intr,ipf",вода,на воду,"S,acc,f,inan,sg",False
5253,5253,двигаться,двигаться,"V,inf,intr,ipf,med",направление,в направлении,"S,inan,loc,n,sg",False
5254,5254,думать,думать,"V,act,inf,intr,ipf",бог,о боге,"S,anim,loc,m,sg",False
5255,5255,ехать,ехать,"V,act,inf,intr,ipf",берлин,в Берлин,"S,acc,inan,m,sg,topon",False
5256,5256,жить,жить,"V,act,inf,intr,ipf",любовь,без любви,"S,f,gen,inan,sg",False
5257,5257,идти,идти,"V,act,inf,intr,ipf",сцена,на сцену,"S,acc,f,inan,sg",False
5258,5258,работать,работать,"V,act,inf,intr,ipf",команда,в команде,"S,f,inan,loc,sg",False
5259,5259,помереть,помереть,"V,act,inf,intr,pf",голод,с голоду,"S,gen2,inan,m,sg",False
5260,5260,идти,идти,"V,act,inf,intr,ipf",охота,на охоту,"S,acc,f,inan,sg",False
5261,5261,прийти,прийти,"V,act,inf,intr,pf",убеждение,к убеждению,"S,dat,inan,n,sg",False
5262,5262,увидеть,увидеть,"V,act,inf,pf,tran",сон,во сне,"S,inan,loc,m,sg",False
5263,5263,ходить,ходить,"V,act,inf,intr,ipf",храм,в храм,"S,acc,inan,m,sg",False
5264,5264,играть,играть,"V,act,inf,intr,ipf",война,в войну,"S,acc,f,inan,sg",False
5265,5265,отомстить,отомстить,"V,act,inf,intr,pf",смерть,за смерть,"S,acc,f,inan,sg",False
5266,5266,стрелять,стрелять,"V,act,inf,intr,ipf",цель,в цель,"S,acc,f,inan,sg",False
5267,5267,пропустить,пропустить,"V,act,inf,pf,tran",мясорубка,через мясорубку,"S,acc,f,inan,sg",False
5268,5268,выйти,выйти,"V,act,inf,intr,pf",фронт,на фронт,"S,acc,inan,m,sg",False
5269,5269,воплощать,воплощать,"V,act,inf,ipf,tran",жизнь,в жизнь,"S,acc,f,inan,sg",False
5270,5270,выскочить,выскочить,"V,act,inf,intr,pf",улица,на улицу,"S,acc,f,inan,sg",False
5271,5271,жить,жить,"V,act,inf,intr,ipf",лад,в ладу,"S,inan,loc2,m,sg",False
5272,5272,надеть,надеть,"V,act,inf,pf,tran",голова,на голову,"S,acc,f,inan,sg",False
5273,5273,найти,найти,"V,act,inf,pf,tran",сайт,на сайте,"S,inan,loc,m,sg",False
5274,5274,остаться,остаться,"V,inf,intr,med,pf",конец,до конца,"S,gen,inan,m,sg",False
5275,5275,остаться,остаться,"V,inf,intr,med,pf",утро,до утра,"S,gen,inan,n,sg",False
5276,5276,получить,получить,"V,act,inf,pf,tran",подарок,в подарок,"S,acc,inan,m,sg",False
5277,5277,работать,работать,"V,act,inf,intr,ipf",создание,над созданием,"S,inan,ins,n,sg",False
5278,5278,стоять,стоять,"V,act,inf,intr,ipf",дверь,в дверях,"S,f,inan,loc,pl",False
5279,5279,ухаживать,ухаживать,"V,act,inf,intr,ipf",больной,за больными,"S,anim,ins,m,pl",False
5280,5280,броситься,броситься,"V,inf,intr,med,pf",объятие,в объятия,"S,acc,inan,n,pl",False
5281,5281,вступить,вступить,"V,act,inf,intr,pf",должность,в должность,"S,acc,f,inan,sg",False
5282,5282,вступить,вступить,"V,act,inf,intr,pf",спор,в спор,"S,acc,inan,m,sg",False
5283,5283,выйти,выйти,"V,act,inf,intr,pf",воля,на волю,"S,acc,f,inan,sg",False
5284,5284,лазить,лазить,"V,act,inf,intr,ipf",дерево,по деревьям,"S,dat,inan,n,pl",False
5285,5285,отложить,отложить,"V,act,inf,pf,tran",завтра,до завтра,"S,0,gen,inan,n,sg",False
5286,5286,поверить,поверить,"V,act,inf,intr,pf",слово,на слово,"S,acc,inan,n,sg",False
5287,5287,посмотреть,посмотреть,"V,act,inf,intr,pf",часы,на часы,"S,acc,inan,m,pl",False
5288,5288,пускаться,пускаться,"V,inf,intr,ipf,med",путь,в путь,"S,acc,inan,m,sg",False
5289,5289,сидеть,сидеть,"V,act,inf,intr,ipf",море,у моря,"S,gen,inan,n,sg",False
5290,5290,стрелять,стрелять,"V,act,inf,intr,ipf",пистолет,из пистолета,"S,gen,inan,m,sg",False
5291,5291,увидеть,увидеть,"V,act,inf,pf,tran",экран,на экране,"S,inan,loc,m,sg",False
5292,5292,взглянуть,взглянуть,"V,act,inf,intr,pf",жизнь,на жизнь,"S,acc,f,inan,sg",False
5293,5293,войти,войти,"V,act,inf,intr,pf",мир,в мир,"S,acc,inan,m,sg",False
5294,5294,выступать,выступать,"V,act,inf,intr,ipf",сцена,на сцене,"S,f,inan,loc,sg",False
5295,5295,жить,жить,"V,act,inf,intr,ipf",средство,по средствам,"S,dat,inan,n,pl",False
5296,5296,побродить,побродить,"V,act,inf,intr,pf",город,по городу,"S,dat,inan,m,sg",False
5297,5297,погреться,погреться,"V,inf,intr,med,pf",солнце,на солнце,"S,inan,loc,n,sg",False
5298,5298,постричься,постричься,"V,inf,intr,med,pf",монах,в монахи,"S,acc2,anim,m,pl",False
5299,5299,поступить,поступить,"V,act,inf,intr,pf",школа,в школу,"S,acc,f,inan,sg",False
5300,5300,схватить,схватить,"V,act,inf,pf,tran",рука,за руку,"S,acc,f,inan,sg",False
5301,5301,участвовать,участвовать,"V,act,inf,intr,ipf",процесс,в процессе,"S,inan,loc,m,sg",False
5302,5302,вернуться,вернуться,"V,inf,intr,med,pf",дом,в дом,"S,acc,inan,m,sg",False
5303,5303,взять,взять,"V,act,inf,pf,tran",внимание,во внимание,"S,acc,inan,n,sg",False
5304,5304,ехать,ехать,"V,act,inf,intr,ipf",лошадь,на лошадях,"S,anim,f,loc,pl",False
5305,5305,запечатлеть,запечатлеть,"V,act,inf,pf,tran",память,в памяти,"S,f,inan,loc,sg",False
5306,5306,звонить,звонить,"V,act,inf,intr,ipf",милиция,в милицию,"S,acc,f,inan,sg",False
5307,5307,уехать,уехать,"V,act,inf,intr,pf",отпуск,в отпуск,"S,acc,inan,m,sg",False
5308,5308,выйти,выйти,"V,act,inf,intr,pf",контроль,из-под контроля,"S,gen,inan,m,sg",False
5309,5309,идти,идти,"V,act,inf,intr,ipf",штурм,на штурм,"S,acc,inan,m,sg",False
5310,5310,следить,следить,"V,act,inf,intr,ipf",работа,за работой,"S,f,inan,ins,sg",False
5311,5311,поехать,поехать,"V,act,inf,intr,pf",париж,в Париж,"S,acc,inan,m,sg,topon",False
5312,5312,следить,следить,"V,act,inf,intr,ipf",соблюдение,за соблюдением,"S,inan,ins,n,sg",False
5313,5313,сниматься,сниматься,"V,inf,intr,ipf,med",якорь,с якоря,"S,gen,inan,m,sg",False
5314,5314,влиять,влиять,"V,act,inf,intr,ipf",политика,на политику,"S,acc,f,inan,sg",False
5315,5315,выглядеть,выглядеть,"V,act,inf,intr,ipf",глаз,в глазах,"S,inan,loc,m,pl",False
5316,5316,вынуть,вынуть,"V,act,inf,pf,tran",карман,из кармана,"S,gen,inan,m,sg",False
5317,5317,действовать,действовать,"V,act,inf,intr,ipf",дух,в духе,"S,inan,loc,m,sg",False
5318,5318,держать,держать,"V,act,inf,ipf,tran",дом,в доме,"S,inan,loc,m,sg",False
5319,5319,идти,идти,"V,act,inf,intr,ipf",обход,в обход,"S,acc,inan,m,sg",False
5320,5320,идти,идти,"V,act,inf,intr,ipf",сад,в сад,"S,acc,inan,m,sg",False
5321,5321,повидаться,повидаться,"V,inf,intr,med,pf",мать,с матерью,"S,anim,f,ins,sg",False
5322,5322,приступить,приступить,"V,act,inf,intr,pf",реализация,к реализации,"S,dat,f,inan,sg",False
5323,5323,участвовать,участвовать,"V,act,inf,intr,ipf",жизнь,в жизни,"S,f,inan,loc,sg",False
5324,5324,говорить,говорить,"V,act,inf,intr,ipf",лицо,от лица,"S,gen,inan,n,sg",False
5325,5325,наниматься,наниматься,"V,inf,intr,ipf,med",работа,на работу,"S,acc,f,inan,sg",False
5326,5326,опоздать,опоздать,"V,act,inf,intr,pf",поезд,на поезд,"S,acc,inan,m,sg",False
5327,5327,отказаться,отказаться,"V,inf,intr,med,pf",идея,от идеи,"S,f,gen,inan,sg",False
5328,5328,попасть,попасть,"V,act,inf,intr,pf",театр,в театр,"S,acc,inan,m,sg",False
5329,5329,работать,работать,"V,act,inf,intr,ipf",утро,с утра,"S,gen,inan,n,sg",False
5330,5330,бросить,бросить,"V,act,inf,pf,tran",лицо,в лицо,"S,acc,inan,n,sg",False
5331,5331,войти,войти,"V,act,inf,intr,pf",двор,во двор,"S,acc,inan,m,sg",False
5332,5332,впасть,впасть,"V,act,inf,intr,pf",отчаяние,в отчаяние,"S,acc,inan,n,sg",False
5333,5333,освежить,освежить,"V,act,inf,pf,tran",память,в памяти,"S,f,inan,loc,sg",False
5334,5334,послать,послать,"V,act,inf,pf,tran",черт,к черту,"S,anim,dat,m,sg",False
5335,5335,предоставить,предоставить,"V,act,inf,pf,tran",распоряжение,в распоряжение,"S,acc,inan,n,sg",False
5336,5336,привести,привести,"V,act,inf,intr,pf",потеря,к потере,"S,dat,f,inan,sg",False
5337,5337,справиться,справиться,"V,inf,intr,med,pf",волнение,с волнением,"S,inan,ins,n,sg",False
5338,5338,держать,держать,"V,act,inf,ipf,tran",тайна,в тайне,"S,f,inan,loc,sg",False
5339,5339,думать,думать,"V,act,inf,intr,ipf",работа,о работе,"S,f,inan,loc,sg",False
5340,5340,затеряться,затеряться,"V,inf,intr,med,pf",толпа,в толпе,"S,f,inan,loc,sg",False
5341,5341,играть,играть,"V,act,inf,intr,ipf",флейта,на флейте,"S,f,inan,loc,sg",False
5342,5342,сесть,сесть,"V,act,inf,intr,pf",карета,в карету,"S,acc,f,inan,sg",False
5343,5343,уходить,уходить,"V,act,inf,intr,ipf",отставка,в отставку,"S,acc,f,inan,sg",False
5344,5344,участвовать,участвовать,"V,act,inf,intr,ipf",подготовка,в подготовке,"S,f,inan,loc,sg",False
5345,5345,донести,донести,"V,act,inf,pf,tran",зритель,до зрителя,"S,anim,gen,m,sg",False
5346,5346,идти,идти,"V,act,inf,intr,ipf",юг,на юг,"S,acc,inan,m,sg",False
5347,5347,обращаться,обращаться,"V,inf,intr,ipf,med",врач,к врачу,"S,anim,dat,m,sg",False
5348,5348,опуститься,опуститься,"V,inf,intr,med,pf",дно,на дно,"S,acc,inan,n,sg",False
5349,5349,отойти,отойти,"V,act,inf,intr,pf",сон,ко сну,"S,dat,inan,m,sg",False
5350,5350,проникнуть,проникнуть,"V,act,inf,intr,pf",дом,в дом,"S,acc,inan,m,sg",False
5351,5351,учиться,учиться,"V,inf,intr,ipf,med",гимназия,в гимназии,"S,f,inan,loc,sg",False
5352,5352,бежать,бежать,"V,act,inf,intr,ipf",дом,из дому,"S,gen2,inan,m,sg",False
5353,5353,зайти,зайти,"V,act,inf,intr,pf",тыл,в тыл,"S,acc,inan,m,sg",False
5354,5354,ковырять,ковырять,"V,act,inf,intr,ipf",нос,в носу,"S,inan,loc2,m,sg",False
5355,5355,готовиться,готовиться,"V,inf,intr,ipf,med",бой,к бою,"S,dat,inan,m,sg",False
5356,5356,сняться,сняться,"V,act,inf,intr,pf",якорь,с якоря,"S,gen,inan,m,sg",False
5357,5357,бежать,бежать,"V,act,inf,intr,ipf",москва,из Москвы,"S,f,gen,inan,sg,topon",False
5358,5358,спуститься,спуститься,"V,inf,intr,med,pf",долина,в долину,"S,acc,f,inan,sg",False
5359,5359,выйти,выйти,"V,act,inf,intr,pf",рубеж,на рубеж,"S,acc,inan,m,sg",False
5360,5360,взглянуть,взглянуть,"V,act,inf,intr,pf",часы,на часы,"S,acc,inan,m,pl",False
5361,5361,делать,делать,"V,act,inf,ipf,tran",случай,в случае,"S,inan,loc,m,sg",False
5362,5362,держаться,держаться,"V,inf,intr,ipf,med",тень,в тени,"S,f,inan,loc,sg",False
5363,5363,переминаться,переминаться,"V,inf,intr,ipf,med",нога,с ноги,"S,f,gen,inan,sg",False
5364,5364,посмотреть,посмотреть,"V,act,inf,intr,pf",окно,в окно,"S,acc,inan,n,sg",False
5365,5365,прибегать,прибегать,"V,inf,intr,ipf,med",услуга,к услугам,"S,dat,f,inan,pl",False
5366,5366,пройти,пройти,"V,act,inf,intr,pf",улица,по улице,"S,dat,f,inan,sg",False
5367,5367,спуститься,спуститься,"V,inf,intr,med,pf",лестница,по лестнице,"S,dat,f,inan,sg",False
5368,5368,уйти,уйти,"V,act,inf,intr,pf",пост,с поста,"S,gen,inan,m,sg",False
5369,5369,бороться,бороться,"V,inf,intr,ipf,med",враг,с врагами,"S,anim,ins,m,pl",False
5370,5370,влиять,влиять,"V,act,inf,intr,ipf",развитие,на развитие,"S,acc,inan,n,sg",False
5371,5371,вызвать,вызвать,"V,act,inf,pf,tran",телефон,по телефону,"S,dat,inan,m,sg",False
5372,5372,ездить,ездить,"V,act,inf,intr,ipf",работа,на работу,"S,acc,f,inan,sg",False
5373,5373,жить,жить,"V,act,inf,intr,ipf",совесть,по совести,"S,dat,f,inan,sg",False
5374,5374,наблюдать,наблюдать,"V,act,inf,intr,ipf",работа,за работой,"S,f,inan,ins,sg",False
5375,5375,напечатать,напечатать,"V,act,inf,pf,tran",журнал,в журнале,"S,inan,loc,m,sg",False
5376,5376,остаться,остаться,"V,inf,intr,med,pf",память,в памяти,"S,f,inan,loc,sg",False
5377,5377,передать,передать,"V,act,inf,pf,tran",рука,в руки,"S,acc,f,inan,pl",False
5378,5378,покататься,покататься,"V,inf,intr,med,pf",лодка,на лодке,"S,f,inan,loc,sg",False
5379,5379,сдать,сдать,"V,act,inf,pf,tran",аренда,в аренду,"S,acc,f,inan,sg",False
5380,5380,слечь,слечь,"V,act,inf,intr,pf",постель,в постель,"S,acc,f,inan,sg",False
5381,5381,сосредоточиться,сосредоточиться,"V,inf,intr,med,pf",работа,на работе,"S,f,inan,loc,sg",False
5382,5382,взяться,взяться,"V,inf,intr,med,pf",рука,за руки,"S,acc,f,inan,pl",False
5383,5383,выдержать,выдержать,"V,act,inf,pf,tran",конец,до конца,"S,gen,inan,m,sg",False
5384,5384,выйти,выйти,"V,act,inf,intr,pf",город,из города,"S,gen,inan,m,sg",False
5385,5385,доводить,доводить,"V,act,inf,ipf,tran",сведение,до сведения,"S,gen,inan,n,sg",False
5386,5386,зарывать,зарывать,"V,act,inf,ipf,tran",земля,в землю,"S,acc,f,inan,sg",False
5387,5387,играть,играть,"V,act,inf,intr,ipf",бильярд,на бильярде,"S,inan,loc,m,sg",False
5388,5388,работать,работать,"V,act,inf,intr,ipf",газета,в газете,"S,f,inan,loc,sg",False
5389,5389,сидеть,сидеть,"V,act,inf,intr,ipf",скамейка,на скамейке,"S,f,inan,loc,sg",False
5390,5390,судить,судить,"V,act,inf,intr,ipf",состояние,о состоянии,"S,inan,loc,n,sg",False
5391,5391,встать,встать,"V,act,inf,intr,pf",сторона,на сторону,"S,acc,f,inan,sg",False
5392,5392,ехать,ехать,"V,act,inf,intr,ipf",рим,в Рим,"S,acc,inan,m,sg,topon",False
5393,5393,идти,идти,"V,act,inf,intr,ipf",течение,против течения,"S,gen,inan,n,sg",False
5394,5394,поехать,поехать,"V,act,inf,intr,pf",россия,в Россию,"S,acc,f,inan,sg,topon",False
5395,5395,попасть,попасть,"V,act,inf,intr,pf",фронт,на фронт,"S,acc,inan,m,sg",False
5396,5396,сесть,сесть,"V,act,inf,intr,pf",лодка,в лодку,"S,acc,f,inan,sg",False
5397,5397,содержать,содержать,"V,act,inf,ipf,tran",порядок,в порядке,"S,inan,loc,m,sg",False
5398,5398,броситься,броситься,"V,inf,intr,med,pf",нога,к ногам,"S,dat,f,inan,pl",False
5399,5399,думать,думать,"V,act,inf,intr,ipf",последствие,о последствиях,"S,inan,loc,n,pl",False
5400,5400,привести,привести,"V,act,inf,intr,pf",нарушение,к нарушению,"S,dat,inan,n,sg",False
5401,5401,работать,работать,"V,act,inf,intr,ipf",москва,в Москве,"S,f,inan,loc,sg,topon",False
5402,5402,ехать,ехать,"V,act,inf,intr,ipf",англия,в Англию,"S,acc,f,inan,sg,topon",False
5403,5403,ехать,ехать,"V,act,inf,intr,ipf",фронт,на фронт,"S,acc,inan,m,sg",False
5404,5404,купить,купить,"V,act,inf,pf,tran",аптека,в аптеке,"S,f,inan,loc,sg",False
5405,5405,приходить,приходить,"V,act,inf,intr,ipf",упадок,в упадок,"S,acc,inan,m,sg",False
5406,5406,следить,следить,"V,act,inf,intr,ipf",выполнение,за выполнением,"S,inan,ins,n,sg",False
5407,5407,уехать,уехать,"V,act,inf,intr,pf",израиль,в Израиль,"S,acc,inan,m,sg,topon",False
5408,5408,стрелять,стрелять,"V,act,inf,intr,ipf",народ,в народ,"S,acc,inan,m,sg",False
5409,5409,довести,довести,"V,act,inf,pf,tran",командир,до командиров,"S,anim,gen,m,pl",False
5410,5410,встать,встать,"V,act,inf,intr,pf",место,с места,"S,gen,inan,n,sg",False
5411,5411,жить,жить,"V,act,inf,intr,ipf",квартира,в квартире,"S,f,inan,loc,sg",False
5412,5412,жить,жить,"V,act,inf,intr,ipf",столица,в столице,"S,f,inan,loc,sg",False
5413,5413,перебирать,перебирать,"V,act,inf,ipf,tran",ум,в уме,"S,inan,loc,m,sg",False
5414,5414,переходить,переходить,"V,act,inf,intr,ipf",дело,к делу,"S,dat,inan,n,sg",False
5415,5415,писать,писать,"V,act,inf,intr,ipf",газета,в газетах,"S,f,inan,loc,pl",False
5416,5416,платить,платить,"V,act,inf,intr,ipf",счет,по счетам,"S,dat,inan,m,pl",False
5417,5417,побиться,побиться,"V,inf,intr,med,pf",заклад,об заклад,"S,acc,inan,m,sg",False
5418,5418,пойти,пойти,"V,act,inf,intr,pf",магазин,в магазин,"S,acc,inan,m,sg",False
5419,5419,предупредить,предупредить,"V,act,inf,pf,tran",опасность,об опасности,"S,f,inan,loc,sg",False
5420,5420,становиться,становиться,"V,inf,intr,ipf,med",колено,на колени,"S,acc,inan,n,pl",False
5421,5421,уложить,уложить,"V,act,inf,pf,tran",постель,в постель,"S,acc,f,inan,sg",False
5422,5422,вступить,вступить,"V,act,inf,intr,pf",переписка,в переписку,"S,acc,f,inan,sg",False
5423,5423,входить,входить,"V,act,inf,intr,ipf",сношение,в сношения,"S,acc,inan,n,pl",False
5424,5424,держать,держать,"V,act,inf,ipf,tran",страх,в страхе,"S,inan,loc,m,sg",False
5425,5425,жить,жить,"V,act,inf,intr,ipf",жена,с женой,"S,anim,f,ins,sg",False
5426,5426,заглянуть,заглянуть,"V,act,inf,intr,pf",окно,в окно,"S,acc,inan,n,sg",False
5427,5427,звонить,звонить,"V,act,inf,intr,ipf",колокол,в колокола,"S,acc,inan,m,pl",False
5428,5428,знать,знать,"V,act,inf,intr,ipf",существование,о существовании,"S,inan,loc,n,sg",False
5429,5429,обращаться,обращаться,"V,inf,intr,ipf,med",оружие,с оружием,"S,inan,ins,n,sg",False
5430,5430,перейти,перейти,"V,act,inf,intr,pf",рассмотрение,к рассмотрению,"S,dat,inan,n,sg",False
5431,5431,позвонить,позвонить,"V,act,inf,intr,pf",москва,в Москву,"S,acc,f,inan,sg,topon",False
5432,5432,покататься,покататься,"V,inf,intr,med,pf",лыжа,на лыжах,"S,f,inan,loc,pl",False
5433,5433,прислушиваться,прислушиваться,"V,inf,intr,ipf,med",мнение,к мнению,"S,dat,inan,n,sg",False
5434,5434,продолжаться,продолжаться,"V,inf,intr,ipf,med",бесконечность,до бесконечности,"S,f,gen,inan,sg",False
5435,5435,сводить,сводить,"V,act,inf,ipf,tran",ум,с ума,"S,gen,inan,m,sg",False
5436,5436,сдать,сдать,"V,act,inf,pf,tran",архив,в архив,"S,acc,inan,m,sg",False
5437,5437,смотреть,смотреть,"V,act,inf,intr,ipf",зеркало,в зеркало,"S,acc,inan,n,sg",False
5438,5438,справиться,справиться,"V,inf,intr,med,pf",здоровье,о здоровье,"S,inan,loc,n,sg",False
5439,5439,стоять,стоять,"V,act,inf,intr,ipf",церковь,в церкви,"S,f,inan,loc,sg",False
5440,5440,судить,судить,"V,act,inf,intr,ipf",количество,по количеству,"S,dat,inan,n,sg",False
5441,5441,сходить,сходить,"V,act,inf,intr,pf",туалет,в туалет,"S,acc,inan,m,sg",False
5442,5442,взять,взять,"V,act,inf,pf,tran",жизнь,от жизни,"S,f,gen,inan,sg",False
5443,5443,выйти,выйти,"V,act,inf,intr,pf",связь,на связь,"S,acc,f,inan,sg",False
5444,5444,делать,делать,"V,act,inf,ipf,tran",россия,в России,"S,f,inan,loc,sg,topon",False
5445,5445,оставить,оставить,"V,act,inf,pf,tran",последствие,без последствий,"S,gen,inan,n,pl",False
5446,5446,перейти,перейти,"V,act,inf,intr,pf",рука,в руки,"S,acc,f,inan,pl",False
5447,5447,смотреть,смотреть,"V,act,inf,intr,ipf",потолок,в потолок,"S,acc,inan,m,sg",False
5448,5448,устроить,устроить,"V,act,inf,pf,tran",москва,в Москве,"S,f,inan,loc,sg,topon",False
5449,5449,идти,идти,"V,act,inf,intr,ipf",линия,по линии,"S,dat,f,inan,sg",False
5450,5450,проникнуть,проникнуть,"V,act,inf,intr,pf",глубь,в глубь,"S,acc,f,inan,sg",False
5451,5451,следить,следить,"V,act,inf,intr,ipf",действие,за действиями,"S,inan,ins,n,pl",False
5452,5452,содержать,содержать,"V,act,inf,ipf,tran",чистота,в чистоте,"S,f,inan,loc,sg",False
5453,5453,выйти,выйти,"V,act,inf,intr,pf",карета,из кареты,"S,f,gen,inan,sg",False
5454,5454,приступить,приступить,"V,act,inf,intr,pf",издание,к изданию,"S,dat,inan,n,sg",False
5455,5455,уходить,уходить,"V,act,inf,intr,ipf",пенсия,на пенсию,"S,acc,f,inan,sg",False
5456,5456,говорить,говорить,"V,act,inf,intr,ipf",война,о войне,"S,f,inan,loc,sg",False
5457,5457,звонить,звонить,"V,act,inf,intr,ipf",москва,в Москву,"S,acc,f,inan,sg,topon",False
5458,5458,впасть,впасть,"V,act,inf,intr,pf",рука,в руки,"S,acc,f,inan,pl",False
5459,5459,принять,принять,"V,act,inf,pf,tran",руководство,к руководству,"S,dat,inan,n,sg",False
5460,5460,вывести,вывести,"V,act,inf,pf,tran",орбита,на орбиту,"S,acc,f,inan,sg",False
5461,5461,задуматься,задуматься,"V,inf,intr,med,pf",вопрос,над вопросом,"S,inan,ins,m,sg",False
5462,5462,зайти,зайти,"V,act,inf,intr,pf",кафе,в кафе,"S,0,acc,inan,n,sg",False
5463,5463,играть,играть,"V,act,inf,intr,ipf",шашка,в шашки,"S,acc,f,inan,pl",False
5464,5464,идти,идти,"V,act,inf,intr,ipf",столовая,в столовую,"S,acc,f,inan,sg",False
5465,5465,объясниться,объясниться,"V,inf,intr,med,pf",любовь,в любви,"S,f,inan,loc,sg",False
5466,5466,оставаться,оставаться,"V,inf,intr,ipf,med",ночь,на ночь,"S,acc,f,inan,sg",False
5467,5467,отлучаться,отлучаться,"V,inf,intr,ipf,med",дом,из дому,"S,gen2,inan,m,sg",False
5468,5468,отойти,отойти,"V,act,inf,intr,pf",сторонка,в сторонку,"S,acc,f,inan,sg",False
5469,5469,перевести,перевести,"V,act,inf,pf,tran",язык,на язык,"S,acc,inan,m,sg",False
5470,5470,переходить,переходить,"V,act,inf,intr,ipf",рука,из рук,"S,f,gen,inan,pl",False
5471,5471,пойти,пойти,"V,act,inf,intr,pf",риск,на риск,"S,acc,inan,m,sg",False
5472,5472,поставить,поставить,"V,act,inf,pf,tran",контроль,под контроль,"S,acc,inan,m,sg",False
5473,5473,пройти,пройти,"V,act,inf,intr,pf",кабинет,в кабинет,"S,acc,inan,m,sg",False
5474,5474,пропустить,пропустить,"V,act,inf,pf,tran",ухо,мимо ушей,"S,gen,inan,n,pl",False
5475,5475,рассматривать,рассматривать,"V,act,inf,ipf,tran",точка,с точки,"S,f,gen,inan,sg",False
5476,5476,сесть,сесть,"V,act,inf,intr,pf",пол,на пол,"S,acc,inan,m,sg",False
5477,5477,создать,создать,"V,act,inf,pf,tran",страна,в стране,"S,f,inan,loc,sg",False
5478,5478,торопиться,торопиться,"V,inf,intr,ipf,med",вывод,с выводами,"S,inan,ins,m,pl",False
5479,5479,укрыться,укрыться,"V,inf,intr,med,pf",дождь,от дождя,"S,gen,inan,m,sg",False
5480,5480,вернуться,вернуться,"V,inf,intr,med,pf",лоно,в лоно,"S,acc,inan,n,sg",False
5481,5481,включить,включить,"V,act,inf,pf,tran",план,в план,"S,acc,inan,m,sg",False
5482,5482,воевать,воевать,"V,act,inf,intr,ipf",россия,с Россией,"S,f,inan,ins,sg,topon",False
5483,5483,войти,войти,"V,act,inf,intr,pf",вагон,в вагон,"S,acc,inan,m,sg",False
5484,5484,встать,встать,"V,act,inf,intr,pf",четвереньки,на четвереньки,"S,acc,f,inan,pl",False
5485,5485,вступать,вступать,"V,act,inf,intr,ipf",полемика,в полемику,"S,acc,f,inan,sg",False
5486,5486,выезжать,выезжать,"V,act,inf,intr,ipf",граница,за границу,"S,acc,f,inan,sg",False
5487,5487,говорить,говорить,"V,act,inf,intr,ipf",искусство,об искусстве,"S,inan,loc,n,sg",False
